Journal Name,Sinta URL,P-ISSN,E-ISSN,Subject Area,Affiliation,Accreditation,Scopus Indexed,Garuda Indexed,Impact,H5-index,Citations 5yr,Citations,Website URL
Padjadjaran Law Review.,https://sinta.kemdiktisaintek.go.id/journals/profile/14834,2407-6546,2685-2357,Law,Padjadjaran Law Research and Debate Society (PLEADS),S5,No,Yes,"0,00",0,0.0,0.0,https://jurnal.fh.unpad.ac.id/index.php/plr
Indonesian Journal of Elementary Education.,https://sinta.kemdiktisaintek.go.id/journals/profile/9689,,2722-6689,Education,Universitas Muhammadiyah Tangerang,S5,No,Yes,"0,00",5,237.0,240.0,http://jurnal.umt.ac.id/index.php/IJOEE
Jurnal Tafsere.,https://sinta.kemdiktisaintek.go.id/journals/profile/13043,2355-2255,2962-8474,General/Multidisciplinary,Universitas Islam Negeri Alauddin Makassar,S5,No,Yes,"0,00",16,827.0,946.0,https://journal.uin-alauddin.ac.id/index.php/tafsere
Al Amin.,https://sinta.kemdiktisaintek.go.id/journals/profile/5664,2088-7981,2685-1148,Religion,Sekolah Tinggi Ilmu Tarbiyah (STIT) Al Amin,S5,No,Yes,"0,00",11,474.0,543.0,http://jurnal.stitalamin.ac.id/index.php/alamin/index
Alucio Dei.,https://sinta.kemdiktisaintek.go.id/journals/profile/15240,,2716-2931,General/Multidisciplinary,sekolah Tinggi Teologi duta panisal,S5,No,Yes,"0,00",5,143.0,152.0,https://ejournal.sttdp.ac.id/aluciodei
Urecol Journal.Part B.,https://sinta.kemdiktisaintek.go.id/journals/profile/13229,,2797-1902,General/Multidisciplinary,Konsorsium LPPM Perguruan Tinggi Muhammadiyah Aisyiyah (PTMA) Koordinator Wilayah Jawa Tengah - DIY,S5,No,Yes,"0,00",6,145.0,145.0,http://e-journal.urecol.org/index.php/ujeb
Jurnal Inovasi Pendidikan MH Thamrin.,https://sinta.kemdiktisaintek.go.id/journals/profile/6229,2549-3310,2623-2901,Education,Fakultas Keguruan dan Ilmu Pendidikan Universitas MH Thamrin,S5,No,Yes,"0,00",0,0.0,0.0,http://ejournal-umht.org/index.php/jip
Jurnal Gici.,https://sinta.kemdiktisaintek.go.id/journals/profile/13055,2088-1312,2962-004X,Economics & Business,SEKOLAH TINGGI ILMU EKONOMI GICI,S5,No,Yes,"0,00",6,112.0,112.0,https://journal.stiegici.ac.id/index.php/jurnal-gici
Selisik : Jurnal Hukum dan Bisnis.,https://sinta.kemdiktisaintek.go.id/journals/profile/7226,2460-4798,2685-6816,Economics & Business,Universitas Pancasila,S5,No,Yes,"0,00",7,191.0,204.0,http://journal.univpancasila.ac.id/index.php/selisik
Jurnal vokasi Indonesia.,https://sinta.kemdiktisaintek.go.id/journals/profile/4450,2355-5807,2477-3433,General/Multidisciplinary,Program Pendidikan Vokasi Universitas Indonesia,S5,No,Yes,"0,00",0,0.0,0.0,http://jvi.ui.ac.id/index.php/jvi/issue/archive
Eksergi : jurnal teknik energi,https://sinta.kemdiktisaintek.go.id/journals/profile/5357,0216-8685,2528-6889,Engineering & Computer Science,Politeknik Negeri Semarang,S5,No,Yes,"0,00",10,492.0,633.0,http://jurnal.polines.ac.id/jurnal/index.php/eksergi
Jurnal Tarbiyah dan Ilmu Keguruan Borneo.,https://sinta.kemdiktisaintek.go.id/journals/profile/10318,,2714-6030,Education,Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda,S5,No,Yes,"0,00",9,218.0,223.0,https://journal.uinsi.ac.id/index.php/JTIKBorneo
Jurnal PAUD.,https://sinta.kemdiktisaintek.go.id/journals/profile/7534,2654-3818,2622-9765,Education,Universitas Negeri Malang,S5,No,Yes,"0,00",4,38.0,39.0,http://journal2.um.ac.id/index.php/jpaud
Imara.,https://sinta.kemdiktisaintek.go.id/journals/profile/6545,2599-0985,2622-1918,Economics & Business,Institut Agama Islam Negeri Batusangkar,S5,No,Yes,"0,00",9,331.0,332.0,https://ojs.iainbatusangkar.ac.id/ojs/index.php/jurei/index
Bisnis: Jurnal Bisnis dan Manajemen Islam.,https://sinta.kemdiktisaintek.go.id/journals/profile/3609,2442-3718,2477-5533,Economics & Business,Institut Agama Islam Negeri Kudus,S5,No,Yes,"0,00",31,3.425,3.934,https://journal.iainkudus.ac.id/index.php/Bisnis/index
Nusantara.,https://sinta.kemdiktisaintek.go.id/journals/profile/14255,2962-360X,2962-4800,Social Science & Humanities,Pusat Riset dan Inovasi Nasional,S5,No,Yes,"0,00",10,438.0,438.0,https://prin.or.id/index.php/nusantara
English Education Journal (E2J).,https://sinta.kemdiktisaintek.go.id/journals/profile/13272,2460-0504,2686-3731,Education,Universitas Dayanu Ikhsanuddin,S5,No,Yes,"0,00",4,53.0,54.0,https://ejournal.lppmunidayan.ac.id/index.php/english
"Jurnal Farmasi, Sains, dan Kesehatan.",https://sinta.kemdiktisaintek.go.id/journals/profile/12555,,2807-114X,General/Multidisciplinary,Universitas Muslim Nusantara Al Washliyah Medan,S5,No,Yes,"0,00",8,232.0,232.0,https://jurnal-lp2m.umnaw.ac.id/index.php/FJFSK
Jurnal Pendidikan Guru Madrasah Ibtidaiyah.,https://sinta.kemdiktisaintek.go.id/journals/profile/14391,,2985-4423,Education,Institut Agama Islam Ngawi,S5,No,Yes,"0,00",2,8.0,8.0,https://ejournal.iaingawi.ac.id/index.php/pgmi
Haluan sastra budaya,https://sinta.kemdiktisaintek.go.id/journals/profile/5232,0852-0933,2549-1733,Social Science & Humanities,Fakultas Ilmu Budaya Universitas Sebelas Maret,S5,No,Yes,"0,00",10,431.0,545.0,https://jurnal.uns.ac.id/hsb
Jurnal AL-Muta`aliyah.,https://sinta.kemdiktisaintek.go.id/journals/profile/12741,2502-2474,2614-1612,Education,LP2M STAI Darul Kamal,S5,No,Yes,"0,00",0,0.0,0.0,https://journal.staidk.ac.id/index.php/almutaliyah
Jurnal Perspektif Balai Diklat Keagamaan Palembang.,https://sinta.kemdiktisaintek.go.id/journals/profile/10257,1979-9624,2776-3900,General/Multidisciplinary,Balai Diklat Keagamaan Palembang,S5,No,Yes,"0,00",8,277.0,280.0,https://perspektif.bdkpalembang.id/index.php/perspektif
Journal of Education Technology and Civic Literacy.,https://sinta.kemdiktisaintek.go.id/journals/profile/12534,,2964-6596,Education,Universitas Islam Sumatera Utara,S5,No,Yes,"0,00",4,40.0,40.0,https://jurnal.uisu.ac.id/index.php/jetcivil/index
Journal of Society and Development.,https://sinta.kemdiktisaintek.go.id/journals/profile/13512,,2798-2270,General/Multidisciplinary,Media Publikasi Profesional,S5,No,Yes,"0,00",0,0.0,0.0,https://journal.medpro.my.id/index.php/jsd
Scientific Journal of Nursing Research.,https://sinta.kemdiktisaintek.go.id/journals/profile/15162,2655-0024,2655-6731,Health,Poltekkes Kemenkes Pontianak,S5,No,Yes,"0,00",0,0.0,0.0,https://ejournal.poltekkes-pontianak.ac.id/index.php/SJNR
Environmental Occupational Health and Safety Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/12762,,2745-3863,Health,Universitas Muhammadiyah Jakarta,S5,No,Yes,"0,00",14,535.0,540.0,https://jurnal.umj.ac.id/index.php/EOHSJ
Studia Sosia Religia.,https://sinta.kemdiktisaintek.go.id/journals/profile/14702,,2622-2019,Religion,Universitas Islam Negeri Sumatera Utara,S5,No,Yes,"0,00",7,127.0,133.0,http://jurnal.uinsu.ac.id/index.php/ssr
Jurnal Fokus Konseling.,https://sinta.kemdiktisaintek.go.id/journals/profile/164,2356-2102,2356-2099,"Education, Social",Universitas Muhammadiyah Pringsewu Lampung,S5,No,Yes,"0,00",23,2.574,3.319,http://ejournal.umpri.ac.id/index.php/fokus/issue/current
Jurnal Inovatif Manajemen Pendidikan Islam.,https://sinta.kemdiktisaintek.go.id/journals/profile/12211,2827-783X,2828-1764,"Religion, Humanities, Education, Social",Universitas Islam Internasional Darullughah Wadda`wah,S5,No,Yes,"0,00",2,12.0,12.0,https://ejournal.uiidalwa.ac.id/index.php/jimpi
Indonesian Journal of Nursing Research (IJNR).,https://sinta.kemdiktisaintek.go.id/journals/profile/15348,2656-9590,2615-6407,Health,Universitas Ngudi Waluyo,S5,No,Yes,"0,00",0,0.0,0.0,https://jurnal.unw.ac.id/index.php/ijnr
Jurnal Pengabdian kepada Masyarakat Wahana Usada.,https://sinta.kemdiktisaintek.go.id/journals/profile/10244,2656-6915,2685-0680,Social Science & Humanities,Sekolah Tinggi Ilmu Kesehatan KESDAM IX,S5,No,Yes,"0,00",0,0.0,0.0,http://ejurnalstikeskesdamudayana.ac.id/index.php/wuj
"Jurnal Salaka : Jurnal Bahasa, Sastra, dan Budaya Indonesia",https://sinta.kemdiktisaintek.go.id/journals/profile/10294,,2684-821X,General/Multidisciplinary,Universitas Pakuan,S5,No,Yes,"0,00",0,0.0,0.0,https://journal.unpak.ac.id/index.php/salaka
JMiE (Journal of Management in Education),https://sinta.kemdiktisaintek.go.id/journals/profile/441,2541-2140,2541-2124,Education,Prodi Manajemen Pendidikan Islam FITK Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi,S5,No,No,"0,00",7,209.0,224.0,http://jmie.iainjambi.ac.id/index.php?journal=jmie
Pedagogy,https://sinta.kemdiktisaintek.go.id/journals/profile/3727,2354-6948,2580-4855,Education,FKIP UNIVERSITAS PANCA MARGA PROBOLINGGO,S5,No,Yes,"0,00",3,87.0,115.0,https://www.upm.ac.id/ejurnal/index.php/pedagogy
Jurnal Pengabdian Isola.,https://sinta.kemdiktisaintek.go.id/journals/profile/14669,2830-490X,2830-7178,General/Multidisciplinary,Universitas Pendidikan Indonesia,S5,No,Yes,"0,00",2,25.0,26.0,https://ejournal.upi.edu/index.php/JPI
Jurnal Abdimas.,https://sinta.kemdiktisaintek.go.id/journals/profile/13670,2776-429X,2776-429X,Social Science & Humanities,Politeknik Negeri Padang,S5,No,Yes,"0,00",6,190.0,193.0,https://ejournal2.pnp.ac.id/index.php/jppm
Jurnal Pengabdian Masyarakat Waradin.,https://sinta.kemdiktisaintek.go.id/journals/profile/12141,2774-3349,2774-7107,Social Science & Humanities,Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia,S5,No,Yes,"0,00",5,101.0,102.0,https://stiepari.org/index.php/wrd
"Journal of Engineering, Electrical and Informatics.",https://sinta.kemdiktisaintek.go.id/journals/profile/15112,2810-0557,2809-8706,Engineering & Computer Science,Sekolah Tinggi Ilmu Ekonomi Trianandra,S5,No,Yes,"0,00",6,827.0,1.066,https://ejurnal.stie-trianandra.ac.id/index.php/jeei
Journal of Agribusiness and Rural Development (Jurnal Agribisnis dan Pengembangan Pedesaan).,https://sinta.kemdiktisaintek.go.id/journals/profile/13977,,2684-7795,Economics & Business,Universitas Sam Ratulangi,S5,No,Yes,"0,00",5,173.0,182.0,https://ejournal.unsrat.ac.id/v3/index.php/agrirud/index
Studi Ekonomi dan Kebijakan Publik.,https://sinta.kemdiktisaintek.go.id/journals/profile/13720,,2963-394X,Economics & Business,Goodwood Publishing,S5,No,Yes,"0,00",8,163.0,164.0,https://penerbitgoodwood.com/index.php/sekp
Humanism.,https://sinta.kemdiktisaintek.go.id/journals/profile/8793,2721-0138,2722-8061,"Religion, Humanities, Health, Education",Universitas Muhammadiyah Surabaya,S5,No,Yes,"0,00",9,259.0,259.0,http://journal.um-surabaya.ac.id/index.php/HMN
Jurnal Peneroka,https://sinta.kemdiktisaintek.go.id/journals/profile/13098,,2774-6097,Education,institut Agama Islam Darussalam blokagung Banyuwangi,S5,No,Yes,"0,00",13,464.0,489.0,https://ejournal.iaida.ac.id/index.php/Peneroka
Jurnal Pendidikan Matematika Undiksha.,https://sinta.kemdiktisaintek.go.id/journals/profile/5189,2613-9677,2599-2600,Education,Universitas Pendidikan Ganesha,S5,No,Yes,"0,00",5,109.0,239.0,https://ejournal.undiksha.ac.id/index.php/JJPM
JURNAL SIPAKALEBBI.,https://sinta.kemdiktisaintek.go.id/journals/profile/10302,2355-4337,2716-2559,General/Multidisciplinary,Universitas Islam Negeri Alauddin Makassar,S5,No,Yes,"0,00",14,586.0,647.0,http://journal.uin-alauddin.ac.id/index.php/sipakalebbi
Agrifarm : jurnal ilmu pertanian,https://sinta.kemdiktisaintek.go.id/journals/profile/5733,2301-9700,2540-8992,Agriculture & Forestry,Fakultas Pertanian,S5,No,Yes,"0,00",4,79.0,96.0,https://journal.uwgm.ac.id/index.php/agrifarm/index
"Paradigma: Jurnal Filsafat, Sains, Teknologi, dan Sosial Budaya.",https://sinta.kemdiktisaintek.go.id/journals/profile/9085,0852-3185,2657-1803,Social Science & Humanities,Universitas Insan Budi Utomo,S5,No,Yes,"0,00",0,0.0,0.0,http://ejurnal.budiutomomalang.ac.id/index.php/paradigma
Invention.,https://sinta.kemdiktisaintek.go.id/journals/profile/14665,,2774-2660,Education,CV. Pusdikra Mitra Jaya,S5,No,Yes,"0,00",5,166.0,170.0,https://pusdikra-publishing.com/index.php/jres
Jurnal Ar Ro'is Mandalika.,https://sinta.kemdiktisaintek.go.id/journals/profile/14147,2774-8499,2774-8499,General/Multidisciplinary,Institut Penelitian dan Pengembangan Mandalika Indonesia,S5,No,Yes,"0,00",0,0.0,0.0,https://ojs.cahayamandalika.com/index.php/armada
Indonesian Journal of Clinical Nutrition Physician.,https://sinta.kemdiktisaintek.go.id/journals/profile/12650,2597-4297,2775-5215,General/Multidisciplinary,Perhimpunan Dokter Gizi Klinik Indonesia,S5,No,Yes,"0,00",5,78.0,78.0,https://journal-ijcnp.com/index.php/IJCNP
Al-Manaj.,https://sinta.kemdiktisaintek.go.id/journals/profile/15299,2775-2062,2775-8729,General/Multidisciplinary,Sekolah Tinggi Agama Islam Negeri Mandailing Natal,S5,No,Yes,"0,00",6,141.0,145.0,https://jurnal.stain-madina.ac.id/index.php/almanaj/index
Jurnal Aparatur.,https://sinta.kemdiktisaintek.go.id/journals/profile/8363,2580-7838,2775-6238,General/Multidisciplinary,Pusat Pengembangan Sumber Daya Manusia Aparatur,S5,No,Yes,"0,00",7,115.0,116.0,https://ppsdma-bpsdm.esdm.go.id/juwita/index.php/APARATUR
El-Furqania : jurnal ushuluddin dan ilmu-ilmu keislaman,https://sinta.kemdiktisaintek.go.id/journals/profile/12406,,2477-8249,Religion,Sekolah Tinggi Ilmu Ushuluddin Al-Mujtama Pamekasan,S5,No,Yes,"0,00",0,0.0,0.0,http://ejournal.kopertais4.or.id/madura/index.php/elfurqania
Experientia.,https://sinta.kemdiktisaintek.go.id/journals/profile/11312,2252-7702,2685-9963,General/Multidisciplinary,Fakultas Psikologi Universitas Katolik Widya Mandala Surabaya,S5,No,Yes,"0,00",16,846.0,976.0,http://journal.wima.ac.id/index.php/EXPERIENTIA/
Bharasumba Jurnal Multidispliner,https://sinta.kemdiktisaintek.go.id/journals/profile/14578,,2828-4184,General/Multidisciplinary,Pusat Studi Ekonomi Publikasi Ilmiah dan Pengembangan SDM,S5,No,Yes,"0,00",15,810.0,814.0,https://azramedia-indonesia.azramediaindonesia.com/index.php/bharasumba
"Jurnal Penelitian Mahasiswa Ilmu Sosial, Ekonomi, dan Bisnis Islam.",https://sinta.kemdiktisaintek.go.id/journals/profile/14992,,2808-7089,Economics & Business,Universitas Islam Negeri Sayyid Ali Rahmatullah Tulungagung,S5,No,Yes,"0,00",13,453.0,456.0,https://ejournal.uinsatu.ac.id/index.php/sosebi/index
Al-athfal,https://sinta.kemdiktisaintek.go.id/journals/profile/14507,2776-2203,2829-999X,General/Multidisciplinary,STIT Pemalang,S5,No,Yes,"0,00",2,54.0,54.0,https://journal.stitpemalang.ac.id/index.php/al-athfal
Jurnal Keperawatan Sisthana.,https://sinta.kemdiktisaintek.go.id/journals/profile/13181,2527-6166,2828-2434,Health,"Sekolah Tinggi Ilmu Kesehatan Kesdam IV, Diponegoro",S5,No,Yes,"0,00",3,36.0,36.0,https://jurnal.stikeskesdam4dip.ac.id/index.php/SISTHANA
Jurnal Mutiara Akuntansi,https://sinta.kemdiktisaintek.go.id/journals/profile/6585,2460-4925,2579-7611,Economics & Business,Program Studi Ilmu Akuntansi FEIS Univ. Sari Mutiara Indonesia,S5,No,Yes,"0,00",8,190.0,231.0,http://e-journal.sari-mutiara.ac.id/index.php/JMA/index
Biology Natural Resources Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/13907,,2986-4941,General/Multidisciplinary,Universitas PGRI Ronggolawe Tuban,S5,No,Yes,"0,00",5,69.0,69.0,http://journal.unirow.ac.id/index.php/binar
Counselle.,https://sinta.kemdiktisaintek.go.id/journals/profile/14400,,2798-4230,Religion,IAIN Syaikh Abdurrahman Siddik Bangka Belitung,S5,No,Yes,"0,00",4,30.0,30.0,https://jurnal.lp2msasbabel.ac.id/index.php/counselle
Jurnal Medical.,https://sinta.kemdiktisaintek.go.id/journals/profile/14014,2685-7960,2685-7979,General/Multidisciplinary,Sekolah Tinggi Ilmu Kesehatan Ngudia Husada Madura,S5,No,Yes,"0,00",1,3.0,3.0,https://stikes-nhm.e-journal.id/JM
Jurnal Administrasi Publik dan Pemerintahan.,https://sinta.kemdiktisaintek.go.id/journals/profile/12928,,2828-8130,General/Multidisciplinary,Sekolah Tinggi Ilmu Sosial Dan Ilmu Politik Imam Bonjol,S5,No,Yes,"0,00",2,40.0,40.0,https://ejournal.stisipimambonjol.ac.id/index.php/SIMBOL
Otentik's.,https://sinta.kemdiktisaintek.go.id/journals/profile/7969,2655-5131,2685-3612,Law,Universitas Pancasila,S5,No,Yes,"0,00",4,96.0,99.0,http://journal.univpancasila.ac.id/index.php/otentik
Public Policy Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/14503,,2746-4490,General/Multidisciplinary,Universitas Negeri Gorontalo,S5,No,Yes,"0,00",4,68.0,68.0,http://ejurnal.pps.ung.ac.id/index.php/PPJ
Embrio Pendidikan.,https://sinta.kemdiktisaintek.go.id/journals/profile/13832,2528-357X,2961-8495,Education,Universitas Bosowa,S5,No,Yes,"0,00",4,76.0,76.0,https://www.journalfkipuniversitasbosowa.org/index.php/embriopendidikan
Papalele,https://sinta.kemdiktisaintek.go.id/journals/profile/7502,,2580-0787,Economics & Business,Universitas Pattimura,S5,No,Yes,"0,00",9,358.0,375.0,https://ojs3.unpatti.ac.id/index.php/papalele
Oceana Biomedicina Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/5934,,2614-0519,General/Multidisciplinary,Universitas Hang Tuah,S5,No,Yes,"0,00",8,237.0,266.0,http://ocean-biomedicina.hangtuah.ac.id/index.php/journal/index
Warta Akab.,https://sinta.kemdiktisaintek.go.id/journals/profile/10814,0215-9929,2807-9574,General/Multidisciplinary,Politeknik AKA Bogor,S5,No,Yes,"0,00",6,142.0,191.0,https://jurnal.aka.ac.id/index.php/warta_akab
Jurnal Teknik Sipil Terapan.,https://sinta.kemdiktisaintek.go.id/journals/profile/10327,,2714-7843,Engineering & Computer Science,Politeknik Negeri Manado,S5,No,Yes,"0,00",6,116.0,133.0,http://jurnal.polimdo.ac.id/index.php/jtst
Biology and Education Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/14139,,2723-7303,Education,UIR Press,S5,No,Yes,"0,00",6,112.0,112.0,https://journal.uir.ac.id/index.php/baej
Geographica.,https://sinta.kemdiktisaintek.go.id/journals/profile/12750,2723-6560,2716-4837,Education,Universitas Sembilanbelas November Kolaka,S5,No,Yes,"0,00",4,51.0,54.0,http://usnsj.id/index.php/geographica
Jurnal Al-Fatih Global Mulia.,https://sinta.kemdiktisaintek.go.id/journals/profile/12804,2580-8036,2746-7058,General/Multidisciplinary,Sekolah Tinggi Ekonomi dan Bisnis Islam Global Mulia Cikarang,S5,No,Yes,"0,00",5,73.0,76.0,https://jurnalglobalmulia.or.id/index.php/alfatih
